# header 	Uncorrected len	N (%)	len	GC (%)
>pathogens_Gpal_scaffold_6333	1197	0.0	1197	0.452
>pathogens_Gpal_scaffold_3883	1816	0.0	1816	0.368
>pathogens_Gpal_scaffold_1739	8961	0.000112	8960	0.253
>pathogens_Gpal_scaffold_6349	1195	0.0	1195	0.248
>pathogens_Gpal_scaffold_3739	1934	0.0	1934	0.301
>pathogens_Gpal_scaffold_3365	2294	0.0	2294	0.519
>pathogens_Gpal_scaffold_7686	1076	0.0	1076	0.331
>pathogens_Gpal_scaffold_7520	1088	0.0	1088	0.508
>pathogens_Gpal_scaffold_898	34047	0.0	34047	0.403
>pathogens_Gpal_scaffold_7794	1068	0.0	1068	0.348
>pathogens_Gpal_scaffold_1787	8562	0.104	7675	0.347
>pathogens_Gpal_scaffold_5543	1303	0.0	1303	0.376
>pathogens_Gpal_scaffold_41	301456	0.133	261510	0.377
>pathogens_Gpal_scaffold_4860	1443	0.0	1443	0.507
>pathogens_Gpal_scaffold_48	286442	0.133	248240	0.437
>pathogens_Gpal_scaffold_1762	8787	0.609	3438	0.391
>pathogens_Gpal_scaffold_472	79602	0.383	49094	0.441
>pathogens_Gpal_scaffold_5147	1372	0.0	1372	0.244
>pathogens_Gpal_scaffold_3895	1817	0.0	1817	0.409
>pathogens_Gpal_scaffold_4080	1718	0.0	1718	0.332
>pathogens_Gpal_scaffold_2661	3567	0.389	2180	0.375
>pathogens_Gpal_scaffold_2411	4275	0.108	3812	0.399
>pathogens_Gpal_scaffold_5235	1356	0.0	1356	0.304
>pathogens_Gpal_scaffold_1233	18918	0.767	4405	0.308
>pathogens_Gpal_scaffold_3465	2182	0.0	2182	0.24
>pathogens_Gpal_scaffold_7228	1110	0.0	1110	0.413
>pathogens_Gpal_scaffold_1003	27985	0.436	15791	0.387
>pathogens_Gpal_scaffold_6812	1146	0.0	1146	0.323
>pathogens_Gpal_scaffold_9074	684	0.0	684	0.449
>pathogens_Gpal_scaffold_6977	1130	0.0	1130	0.486
>pathogens_Gpal_scaffold_4404	1572	0.0	1572	0.431
>pathogens_Gpal_scaffold_4583	1522	0.0	1522	0.382
>pathogens_Gpal_scaffold_416	92405	0.203	73669	0.407
>pathogens_Gpal_scaffold_7631	1081	0.0	1081	0.237
>pathogens_Gpal_scaffold_7499	1089	0.00735	1081	0.39
>pathogens_Gpal_scaffold_2928	2989	0.0933	2710	0.264
>pathogens_Gpal_scaffold_3423	2232	0.0	2232	0.444
>pathogens_Gpal_scaffold_4821	1452	0.0	1452	0.288
>pathogens_Gpal_scaffold_7698	1076	0.0	1076	0.458
>pathogens_Gpal_scaffold_9188	510	0.0	510	0.239
>pathogens_Gpal_scaffold_1024	27005	0.234	20680	0.42
>pathogens_Gpal_scaffold_3708	1960	0.0	1960	0.504
>pathogens_Gpal_scaffold_3573	2079	0.000481	2078	0.409
>pathogens_Gpal_scaffold_7575	1087	0.0	1087	0.541
>pathogens_Gpal_scaffold_145	188192	0.0764	173823	0.401
>pathogens_Gpal_scaffold_105	216242	0.146	184583	0.269
>pathogens_Gpal_scaffold_6431	1180	0.0	1180	0.38
>pathogens_Gpal_scaffold_6531	1176	0.0	1176	0.553
>pathogens_Gpal_scaffold_6104	1225	0.0	1225	0.251
>pathogens_Gpal_scaffold_1403	14857	0.000269	14853	0.253
>pathogens_Gpal_scaffold_8827	1004	0.0	1004	0.264
>pathogens_Gpal_scaffold_2980	2895	0.0	2895	0.226
>pathogens_Gpal_scaffold_8394	1029	0.0	1029	0.264
>pathogens_Gpal_scaffold_6570	1172	0.0	1172	0.362
>pathogens_Gpal_scaffold_3955	1781	0.0	1781	0.387
>pathogens_Gpal_scaffold_6438	1185	0.0	1185	0.307
>pathogens_Gpal_scaffold_6015	1239	0.0	1239	0.245
>pathogens_Gpal_scaffold_7934	1059	0.0	1059	0.344
>pathogens_Gpal_scaffold_5382	1330	0.0	1330	0.379
>pathogens_Gpal_scaffold_1990	7164	0.0	7164	0.318
>pathogens_Gpal_scaffold_3793	1896	0.0	1896	0.291
>pathogens_Gpal_scaffold_8914	983	0.0	983	0.28
>pathogens_Gpal_scaffold_2920	3010	0.0	3010	0.398
>pathogens_Gpal_scaffold_7812	1066	0.0	1066	0.478
>pathogens_Gpal_scaffold_4510	1543	0.0149	1520	0.336
>pathogens_Gpal_scaffold_5259	1352	0.0	1352	0.305
>pathogens_Gpal_scaffold_5466	1311	0.0	1311	0.387
>pathogens_Gpal_scaffold_907	33406	0.542	15299	0.459
>pathogens_Gpal_scaffold_8549	1019	0.0	1019	0.328
>pathogens_Gpal_scaffold_1889	7944	0.714	2273	0.352
>pathogens_Gpal_scaffold_1817	8417	0.0	8417	0.374
>pathogens_Gpal_scaffold_5672	1283	0.0	1283	0.429
>pathogens_Gpal_scaffold_8041	1050	0.0	1050	0.387
>pathogens_Gpal_scaffold_5447	1314	0.0	1314	0.427
>pathogens_Gpal_scaffold_3518	2131	0.0	2131	0.37
>pathogens_Gpal_scaffold_2714	3473	0.0	3473	0.334
>pathogens_Gpal_scaffold_246	135486	0.165	113092	0.408
>pathogens_Gpal_scaffold_8389	1027	0.000974	1026	0.536
>pathogens_Gpal_scaffold_6444	1184	0.0	1184	0.328
>pathogens_Gpal_scaffold_2317	4700	0.0	4700	0.315
>pathogens_Gpal_scaffold_5600	1271	0.0	1271	0.243
>pathogens_Gpal_scaffold_7616	1082	0.0	1082	0.349
>pathogens_Gpal_scaffold_4449	1563	0.0	1563	0.253
>pathogens_Gpal_scaffold_2996	2863	0.0	2863	0.448
>pathogens_Gpal_scaffold_4968	1415	0.0	1415	0.44
>pathogens_Gpal_scaffold_4925	1421	0.0	1421	0.353
>pathogens_Gpal_scaffold_4282	1628	0.0	1628	0.252
>pathogens_Gpal_scaffold_6628	1173	0.0	1173	0.276
>pathogens_Gpal_scaffold_521	71527	0.322	48517	0.365
>pathogens_Gpal_scaffold_6455	1184	0.016	1165	0.435
>pathogens_Gpal_scaffold_680	50533	0.649	17756	0.27
>pathogens_Gpal_scaffold_3814	1881	0.0	1881	0.239
>pathogens_Gpal_scaffold_2767	3360	0.0	3360	0.493
>pathogens_Gpal_scaffold_5971	1240	0.000806	1239	0.444
>pathogens_Gpal_scaffold_3668	1993	0.0	1993	0.352
>pathogens_Gpal_scaffold_3329	2340	0.000427	2339	0.336
>pathogens_Gpal_scaffold_1289	17805	0.511	8699	0.377
>pathogens_Gpal_scaffold_5579	1294	0.0	1294	0.356
>pathogens_Gpal_scaffold_7388	1097	0.000912	1096	0.355
>pathogens_Gpal_scaffold_8428	1028	0.00584	1022	0.28
>pathogens_Gpal_scaffold_3315	2356	0.0	2356	0.315
>pathogens_Gpal_scaffold_1594	10652	0.000188	10650	0.355
>pathogens_Gpal_scaffold_5979	1240	0.0	1240	0.546
>pathogens_Gpal_scaffold_4561	1534	0.0	1534	0.347
>pathogens_Gpal_scaffold_491	76082	0.455	41444	0.322
>pathogens_Gpal_scaffold_2123	5817	0.0	5817	0.482
>pathogens_Gpal_scaffold_5090	1387	0.0	1387	0.382
>pathogens_Gpal_scaffold_3247	2442	0.0	2442	0.43
>pathogens_Gpal_scaffold_1983	7218	0.629	2680	0.276
>pathogens_Gpal_scaffold_483	77432	0.243	58653	0.375
>pathogens_Gpal_scaffold_1203	19753	0.686	6210	0.254
>pathogens_Gpal_scaffold_792	41768	0.155	35276	0.373
>pathogens_Gpal_scaffold_4700	1484	0.0	1484	0.234
>pathogens_Gpal_scaffold_1222	19185	0.0596	18042	0.437
>pathogens_Gpal_scaffold_4544	1531	0.0	1531	0.248
>pathogens_Gpal_scaffold_6296	1201	0.0	1201	0.357
>pathogens_Gpal_scaffold_5900	1252	0.0	1252	0.227
>pathogens_Gpal_scaffold_1650	9949	0.0916	9038	0.446
>pathogens_Gpal_scaffold_8144	1044	0.00766	1036	0.437
>pathogens_Gpal_scaffold_2807	3246	0.364	2063	0.262
>pathogens_Gpal_scaffold_1995	7125	0.0	7125	0.249
>pathogens_Gpal_scaffold_6991	1129	0.0	1129	0.482
>pathogens_Gpal_scaffold_7679	1077	0.0	1077	0.341
>pathogens_Gpal_scaffold_5964	1243	0.00161	1241	0.373
>pathogens_Gpal_scaffold_8750	1008	0.00694	1001	0.389
>pathogens_Gpal_scaffold_5083	1388	0.0	1388	0.245
>pathogens_Gpal_scaffold_2624	3647	0.0011	3643	0.241
>pathogens_Gpal_scaffold_679	50655	0.126	44248	0.345
>pathogens_Gpal_scaffold_6044	1232	0.03	1195	0.418
>pathogens_Gpal_scaffold_8322	1033	0.0	1033	0.315
>pathogens_Gpal_scaffold_1085	24330	0.145	20808	0.248
>pathogens_Gpal_scaffold_7308	1104	0.0	1104	0.348
>pathogens_Gpal_scaffold_9141	572	0.0	572	0.406
>pathogens_Gpal_scaffold_7393	1097	0.0	1097	0.28
>pathogens_Gpal_scaffold_5375	1330	0.0	1330	0.512
>pathogens_Gpal_scaffold_8208	1037	0.0	1037	0.365
>pathogens_Gpal_scaffold_1489	12597	0.371	7920	0.357
>pathogens_Gpal_scaffold_2649	3577	0.0	3577	0.37
>pathogens_Gpal_scaffold_2861	3128	0.0	3128	0.256
>pathogens_Gpal_scaffold_1137	22389	0.65	7825	0.367
>pathogens_Gpal_scaffold_1704	9317	0.28	6709	0.325
>pathogens_Gpal_scaffold_311	118482	0.165	98963	0.378
>pathogens_Gpal_scaffold_1664	9786	0.545	4448	0.371
>pathogens_Gpal_scaffold_5060	1393	0.0	1393	0.263
>pathogens_Gpal_scaffold_1490	12570	0.16	10557	0.244
>pathogens_Gpal_scaffold_1624	10277	0.358	6593	0.287
>pathogens_Gpal_scaffold_6905	1137	0.0	1137	0.53
>pathogens_Gpal_scaffold_6422	1187	0.0	1187	0.242
>pathogens_Gpal_scaffold_2759	3372	0.0125	3330	0.379
>pathogens_Gpal_scaffold_8953	908	0.0	908	0.308
>pathogens_Gpal_scaffold_1746	8910	0.0868	8137	0.402
>pathogens_Gpal_scaffold_8432	1027	0.0	1027	0.461
>pathogens_Gpal_scaffold_2164	5510	0.0	5510	0.385
>pathogens_Gpal_scaffold_2217	5164	0.0	5164	0.251
>pathogens_Gpal_scaffold_1799	8486	0.0	8486	0.452
>pathogens_Gpal_scaffold_1546	11380	0.0	11380	0.394
>pathogens_Gpal_scaffold_5024	1402	0.000713	1401	0.256
>pathogens_Gpal_scaffold_7447	1092	0.0	1092	0.55
>pathogens_Gpal_scaffold_5043	1397	0.0	1397	0.429
>pathogens_Gpal_scaffold_942	31614	0.0277	30738	0.337
>pathogens_Gpal_scaffold_8060	1048	0.0	1048	0.413
>pathogens_Gpal_scaffold_69	255673	0.173	211509	0.356
>pathogens_Gpal_scaffold_1128	22660	0.651	7906	0.356
>pathogens_Gpal_scaffold_4397	1573	0.0	1573	0.401
>pathogens_Gpal_scaffold_8311	1033	0.00194	1031	0.336
>pathogens_Gpal_scaffold_8239	1037	0.0	1037	0.232
>pathogens_Gpal_scaffold_6170	1215	0.0	1215	0.399
>pathogens_Gpal_scaffold_5498	1308	0.0	1308	0.333
>pathogens_Gpal_scaffold_1644	10008	0.0	10008	0.339
>pathogens_Gpal_scaffold_3252	2432	0.000411	2431	0.35
>pathogens_Gpal_scaffold_8591	1014	0.0	1014	0.223
>pathogens_Gpal_scaffold_6097	1225	0.0	1225	0.392
>pathogens_Gpal_scaffold_1891	7934	0.000252	7932	0.293
>pathogens_Gpal_scaffold_2236	5066	0.0	5066	0.415
>pathogens_Gpal_scaffold_3085	2703	0.0	2703	0.338
>pathogens_Gpal_scaffold_5870	1252	0.0	1252	0.427
>pathogens_Gpal_scaffold_8598	1018	0.0	1018	0.428
>pathogens_Gpal_scaffold_2033	6691	0.0	6691	0.41
>pathogens_Gpal_scaffold_2936	2981	0.000671	2979	0.301
>pathogens_Gpal_scaffold_2707	3488	0.305	2423	0.403
>pathogens_Gpal_scaffold_6303	1201	0.0	1201	0.347
>pathogens_Gpal_scaffold_7020	1128	0.0	1128	0.6
>pathogens_Gpal_scaffold_8714	997	0.0	997	0.334
>pathogens_Gpal_scaffold_422	89856	0.274	65255	0.317
>pathogens_Gpal_scaffold_604	59548	0.131	51741	0.365
>pathogens_Gpal_scaffold_2446	4142	0.201	3309	0.348
>pathogens_Gpal_scaffold_193	160112	0.213	126079	0.37
>pathogens_Gpal_scaffold_2611	3676	0.0	3676	0.288
>pathogens_Gpal_scaffold_8916	983	0.00102	982	0.374
>pathogens_Gpal_scaffold_759	43858	0.0644	41035	0.349
>pathogens_Gpal_scaffold_653	53118	0.0	53118	0.422
>pathogens_Gpal_scaffold_747	44416	0.146	37922	0.303
>pathogens_Gpal_scaffold_2277	4865	0.0	4865	0.24
>pathogens_Gpal_scaffold_4238	1645	0.0	1645	0.34
>pathogens_Gpal_scaffold_8176	1042	0.0163	1025	0.47
>pathogens_Gpal_scaffold_646	54368	0.149	46240	0.406
>pathogens_Gpal_scaffold_7998	1049	0.0	1049	0.41
>pathogens_Gpal_scaffold_4387	1581	0.00443	1574	0.323
>pathogens_Gpal_scaffold_5412	1323	0.0106	1309	0.377
>pathogens_Gpal_scaffold_3378	2279	0.0	2279	0.261
>pathogens_Gpal_scaffold_1792	8540	0.596	3449	0.346
>pathogens_Gpal_scaffold_3760	1914	0.0	1914	0.41
>pathogens_Gpal_scaffold_1186	20444	0.339	13518	0.324
>pathogens_Gpal_scaffold_2612	3669	0.173	3036	0.364
>pathogens_Gpal_scaffold_3712	1953	0.0	1953	0.291
>pathogens_Gpal_scaffold_5450	1316	0.0	1316	0.234
>pathogens_Gpal_scaffold_809	40687	0.121	35773	0.325
>pathogens_Gpal_scaffold_1882	8014	0.499	4015	0.395
>pathogens_Gpal_scaffold_5834	1256	0.0	1256	0.279
>pathogens_Gpal_scaffold_4755	1467	0.0	1467	0.4
>pathogens_Gpal_scaffold_3324	2342	0.0	2342	0.348
>pathogens_Gpal_scaffold_4117	1702	0.0	1702	0.328
>pathogens_Gpal_scaffold_320	116145	0.091	105572	0.387
>pathogens_Gpal_scaffold_3022	2799	0.0	2799	0.333
>pathogens_Gpal_scaffold_6024	1235	0.0211	1209	0.344
>pathogens_Gpal_scaffold_8773	1008	0.0	1008	0.375
>pathogens_Gpal_scaffold_8159	1043	0.00479	1038	0.529
>pathogens_Gpal_scaffold_6179	1214	0.0	1214	0.295
>pathogens_Gpal_scaffold_5173	1371	0.0	1371	0.252
>pathogens_Gpal_scaffold_749	44396	0.143	38051	0.388
>pathogens_Gpal_scaffold_686	50249	0.648	17702	0.413
>pathogens_Gpal_scaffold_7492	1087	0.0	1087	0.374
>pathogens_Gpal_scaffold_8743	1009	0.00198	1007	0.262
>pathogens_Gpal_scaffold_1968	7355	0.3	5150	0.316
>pathogens_Gpal_scaffold_2377	4417	0.0	4417	0.248
>pathogens_Gpal_scaffold_1267	18250	5.48e-05	18249	0.447
>pathogens_Gpal_scaffold_6566	1172	0.00171	1170	0.504
>pathogens_Gpal_scaffold_2243	5028	0.000398	5026	0.35
>pathogens_Gpal_scaffold_7767	1069	0.0	1069	0.367
>pathogens_Gpal_scaffold_7346	1101	0.0309	1067	0.326
>pathogens_Gpal_scaffold_1173	20939	0.558	9259	0.258
>pathogens_Gpal_scaffold_600	60386	0.0777	55693	0.348
>pathogens_Gpal_scaffold_4830	1446	0.0	1446	0.353
>pathogens_Gpal_scaffold_4063	1729	0.000578	1728	0.241
>pathogens_Gpal_scaffold_3569	2080	0.0	2080	0.427
>pathogens_Gpal_scaffold_6143	1218	0.0	1218	0.427
>pathogens_Gpal_scaffold_463	81335	0.25	61041	0.343
>pathogens_Gpal_scaffold_8494	1024	0.00293	1021	0.534
>pathogens_Gpal_scaffold_3089	2687	0.0	2687	0.386
>pathogens_Gpal_scaffold_153	181883	0.142	156138	0.386
>pathogens_Gpal_scaffold_5827	1261	0.0	1261	0.265
>pathogens_Gpal_scaffold_8360	1031	0.00582	1025	0.38
>pathogens_Gpal_scaffold_9169	530	0.0	530	0.453
>pathogens_Gpal_scaffold_1159	21647	0.416	12644	0.242
>pathogens_Gpal_scaffold_4025	1751	0.0	1751	0.34
>pathogens_Gpal_scaffold_7259	1108	0.0	1108	0.412
>pathogens_Gpal_scaffold_163	173455	0.0812	159372	0.432
>pathogens_Gpal_scaffold_6504	1180	0.0	1180	0.338
>pathogens_Gpal_scaffold_6623	1166	0.0	1166	0.376
>pathogens_Gpal_scaffold_75	240004	0.133	207964	0.352
>pathogens_Gpal_scaffold_8333	1032	0.0	1032	0.428
>pathogens_Gpal_scaffold_5362	1330	0.0	1330	0.498
>pathogens_Gpal_scaffold_7172	1116	0.0	1116	0.424
>pathogens_Gpal_scaffold_661	52576	0.0698	48905	0.279
>pathogens_Gpal_scaffold_8390	1030	0.0	1030	0.25
>pathogens_Gpal_scaffold_6687	1158	0.0	1158	0.392
>pathogens_Gpal_scaffold_2260	4971	0.0	4971	0.423
>pathogens_Gpal_scaffold_662	52461	0.103	47079	0.34
>pathogens_Gpal_scaffold_347	107869	0.0821	99008	0.278
>pathogens_Gpal_scaffold_1339	16468	0.364	10475	0.319
>pathogens_Gpal_scaffold_8580	1016	0.0	1016	0.47
>pathogens_Gpal_scaffold_2878	3098	0.0	3098	0.405
>pathogens_Gpal_scaffold_3617	2028	0.0	2028	0.373
>pathogens_Gpal_scaffold_6485	1183	0.0	1183	0.462
>pathogens_Gpal_scaffold_8830	1007	0.0	1007	0.339
>pathogens_Gpal_scaffold_1660	9802	0.039	9420	0.272
>pathogens_Gpal_scaffold_6586	1171	0.0	1171	0.252
>pathogens_Gpal_scaffold_1820	8412	0.15	7147	0.403
>pathogens_Gpal_scaffold_6597	1170	0.0	1170	0.249
>pathogens_Gpal_scaffold_1249	18558	0.798	3752	0.327
>pathogens_Gpal_scaffold_7745	1074	0.0	1074	0.372
>pathogens_Gpal_scaffold_7132	1119	0.00536	1113	0.497
>pathogens_Gpal_scaffold_6011	1236	0.0	1236	0.525
>pathogens_Gpal_scaffold_6135	1219	0.0	1219	0.426
>pathogens_Gpal_scaffold_2712	3466	0.0	3466	0.246
>pathogens_Gpal_scaffold_8631	1022	0.0	1022	0.357
>pathogens_Gpal_scaffold_4086	1715	0.0	1715	0.308
>pathogens_Gpal_scaffold_6342	1197	0.0	1197	0.287
>pathogens_Gpal_scaffold_1583	10788	0.0	10788	0.388
>pathogens_Gpal_scaffold_2880	3096	0.212	2439	0.317
>pathogens_Gpal_scaffold_5273	1348	0.0	1348	0.513
>pathogens_Gpal_scaffold_6988	1130	0.0	1130	0.411
>pathogens_Gpal_scaffold_669	51992	0.196	41826	0.425
>pathogens_Gpal_scaffold_114	210413	0.071	195467	0.442
>pathogens_Gpal_scaffold_6791	1149	0.00087	1148	0.334
>pathogens_Gpal_scaffold_5860	1254	0.0	1254	0.339
>pathogens_Gpal_scaffold_6061	1229	0.0	1229	0.274
>pathogens_Gpal_scaffold_7204	1112	0.0	1112	0.298
>pathogens_Gpal_scaffold_6370	1189	0.0	1189	0.362
>pathogens_Gpal_scaffold_8962	891	0.00337	888	0.435
>pathogens_Gpal_scaffold_1260	18409	0.453	10076	0.254
>pathogens_Gpal_scaffold_7778	1067	0.000937	1066	0.474
>pathogens_Gpal_scaffold_3291	2390	0.0	2390	0.234
>pathogens_Gpal_scaffold_5615	1288	0.0	1288	0.437
>pathogens_Gpal_scaffold_8224	1038	0.000963	1037	0.444
>pathogens_Gpal_scaffold_7757	1070	0.0	1070	0.234
>pathogens_Gpal_scaffold_2837	3190	0.000313	3189	0.272
>pathogens_Gpal_scaffold_7434	1089	0.0	1089	0.387
>pathogens_Gpal_scaffold_2748	3406	0.0	3406	0.458
>pathogens_Gpal_scaffold_1550	11323	0.0	11323	0.405
>pathogens_Gpal_scaffold_6108	1224	0.0098	1212	0.41
>pathogens_Gpal_scaffold_7412	1096	0.0	1096	0.445
>pathogens_Gpal_scaffold_4990	1410	0.0	1410	0.345
>pathogens_Gpal_scaffold_5076	1390	0.00288	1386	0.47
>pathogens_Gpal_scaffold_1347	16222	0.0	16222	0.399
>pathogens_Gpal_scaffold_4613	1514	0.0	1514	0.43
>pathogens_Gpal_scaffold_8525	1022	0.0	1022	0.285
>pathogens_Gpal_scaffold_6524	1176	0.0	1176	0.444
>pathogens_Gpal_scaffold_6035	1235	0.0	1235	0.286
>pathogens_Gpal_scaffold_9010	795	0.0	795	0.22
>pathogens_Gpal_scaffold_5757	1271	0.0	1271	0.367
>pathogens_Gpal_scaffold_4040	1741	0.0	1741	0.372
>pathogens_Gpal_scaffold_38	311785	0.135	269634	0.385
>pathogens_Gpal_scaffold_3039	2778	0.0	2778	0.254
>pathogens_Gpal_scaffold_6507	1179	0.0	1179	0.414
>pathogens_Gpal_scaffold_5639	1285	0.0	1285	0.265
>pathogens_Gpal_scaffold_3341	2328	0.0	2328	0.374
>pathogens_Gpal_scaffold_119	205316	0.122	180276	0.336
>pathogens_Gpal_scaffold_8920	973	0.00719	966	0.299
>pathogens_Gpal_scaffold_336	111631	0.221	86934	0.378
>pathogens_Gpal_scaffold_6946	1137	0.0	1137	0.269
>pathogens_Gpal_scaffold_1865	8066	0.0	8066	0.276
>pathogens_Gpal_scaffold_8083	1047	0.0	1047	0.272
>pathogens_Gpal_scaffold_7401	1096	0.0	1096	0.324
>pathogens_Gpal_scaffold_3625	2032	0.0	2032	0.303
>pathogens_Gpal_scaffold_1297	17647	0.238	13455	0.376
>pathogens_Gpal_scaffold_924	32732	0.568	14139	0.262
>pathogens_Gpal_scaffold_8651	1015	0.0	1015	0.433
>pathogens_Gpal_scaffold_7637	1081	0.0111	1069	0.409
>pathogens_Gpal_scaffold_1305	17412	0.0	17412	0.466
>pathogens_Gpal_scaffold_7141	1118	0.0	1118	0.353
>pathogens_Gpal_scaffold_4107	1707	0.0	1707	0.463
>pathogens_Gpal_scaffold_8105	1047	0.0	1047	0.259
>pathogens_Gpal_scaffold_1016	27483	0.348	17920	0.245
>pathogens_Gpal_scaffold_8272	1035	0.0145	1020	0.355
>pathogens_Gpal_scaffold_8689	1012	0.0	1012	0.296
>pathogens_Gpal_scaffold_961	30717	0.112	27287	0.356
>pathogens_Gpal_scaffold_3336	2329	0.0	2329	0.277
>pathogens_Gpal_scaffold_7741	1071	0.0	1071	0.368
>pathogens_Gpal_scaffold_1878	8023	0.735	2123	0.312
>pathogens_Gpal_scaffold_8267	1036	0.0	1036	0.414
>pathogens_Gpal_scaffold_834	38228	0.12	33656	0.408
>pathogens_Gpal_scaffold_5157	1365	0.0	1365	0.462
>pathogens_Gpal_scaffold_3077	2708	0.0	2708	0.428
>pathogens_Gpal_scaffold_2220	5149	0.0	5149	0.289
>pathogens_Gpal_scaffold_4424	1564	0.0249	1525	0.422
>pathogens_Gpal_scaffold_130	200002	0.0928	181442	0.349
>pathogens_Gpal_scaffold_3855	1848	0.0	1848	0.256
>pathogens_Gpal_scaffold_1043	26334	0.236	20128	0.404
>pathogens_Gpal_scaffold_7279	1105	0.0	1105	0.436
>pathogens_Gpal_scaffold_6814	1145	0.0	1145	0.395
>pathogens_Gpal_scaffold_3125	2615	0.000382	2614	0.233
>pathogens_Gpal_scaffold_1824	8369	0.621	3172	0.242
>pathogens_Gpal_scaffold_1805	8467	0.251	6342	0.385
>pathogens_Gpal_scaffold_6718	1156	0.00346	1152	0.488
>pathogens_Gpal_scaffold_263	130259	0.217	101998	0.355
>pathogens_Gpal_scaffold_438	86193	0.0807	79237	0.371
>pathogens_Gpal_scaffold_3271	2409	0.0	2409	0.437
>pathogens_Gpal_scaffold_9149	565	0.0	565	0.223
>pathogens_Gpal_scaffold_15	397681	0.212	313427	0.303
>pathogens_Gpal_scaffold_874	35996	0.182	29433	0.392
>pathogens_Gpal_scaffold_780	42622	0.146	36380	0.404
>pathogens_Gpal_scaffold_1346	16241	0.34	10725	0.277
>pathogens_Gpal_scaffold_9030	751	0.0	751	0.352
>pathogens_Gpal_scaffold_641	54783	0.22	42706	0.392
>pathogens_Gpal_scaffold_5983	1240	0.00484	1234	0.448
>pathogens_Gpal_scaffold_4996	1408	0.00213	1405	0.379
>pathogens_Gpal_scaffold_6996	1129	0.0	1129	0.46
>pathogens_Gpal_scaffold_8682	1013	0.00987	1003	0.39
>pathogens_Gpal_scaffold_982	29219	0.596	11803	0.339
>pathogens_Gpal_scaffold_1636	10147	0.0	10147	0.436
>pathogens_Gpal_scaffold_1800	8496	0.00789	8429	0.266
>pathogens_Gpal_scaffold_1392	15145	0.383	9349	0.251
>pathogens_Gpal_scaffold_3185	2532	0.0	2532	0.414
>pathogens_Gpal_scaffold_5565	1296	0.0	1296	0.265
>pathogens_Gpal_scaffold_1321	17009	0.23	13099	0.254
>pathogens_Gpal_scaffold_440	85710	0.129	74630	0.423
>pathogens_Gpal_scaffold_3985	1766	0.0	1766	0.234
>pathogens_Gpal_scaffold_4756	1466	0.0	1466	0.416
>pathogens_Gpal_scaffold_449	83552	0.165	69740	0.359
>pathogens_Gpal_scaffold_2323	4655	0.000215	4654	0.414
>pathogens_Gpal_scaffold_930	32397	0.0173	31835	0.422
>pathogens_Gpal_scaffold_4946	1419	0.0	1419	0.476
>pathogens_Gpal_scaffold_5994	1237	0.0	1237	0.316
>pathogens_Gpal_scaffold_6366	1192	0.0	1192	0.378
>pathogens_Gpal_scaffold_122	203609	0.237	155453	0.382
>pathogens_Gpal_scaffold_4497	1547	0.0	1547	0.217
>pathogens_Gpal_scaffold_8195	1040	0.0	1040	0.235
>pathogens_Gpal_scaffold_3032	2799	0.0	2799	0.228
>pathogens_Gpal_scaffold_3904	1815	0.0	1815	0.435
>pathogens_Gpal_scaffold_4059	1730	0.0	1730	0.473
>pathogens_Gpal_scaffold_4462	1554	0.000644	1553	0.309
>pathogens_Gpal_scaffold_5324	1337	0.0	1337	0.276
>pathogens_Gpal_scaffold_8929	953	0.0021	951	0.494
>pathogens_Gpal_scaffold_9029	757	0.0	757	0.338
>pathogens_Gpal_scaffold_4802	1465	0.0	1465	0.374
>pathogens_Gpal_scaffold_8019	1056	0.0	1056	0.349
>pathogens_Gpal_scaffold_6224	1208	0.0	1208	0.336
>pathogens_Gpal_scaffold_815	40328	0.0853	36888	0.428
>pathogens_Gpal_scaffold_7899	1061	0.0	1061	0.551
>pathogens_Gpal_scaffold_6352	1194	0.0	1194	0.382
>pathogens_Gpal_scaffold_3707	1959	0.0	1959	0.272
>pathogens_Gpal_scaffold_8735	1010	0.00198	1008	0.414
>pathogens_Gpal_scaffold_2249	4996	0.0	4996	0.277
>pathogens_Gpal_scaffold_2127	5800	0.0	5800	0.246
>pathogens_Gpal_scaffold_3925	1803	0.0	1803	0.41
>pathogens_Gpal_scaffold_3700	1970	0.0	1970	0.263
>pathogens_Gpal_scaffold_9039	729	0.0	729	0.387
>pathogens_Gpal_scaffold_8419	1028	0.0	1028	0.288
>pathogens_Gpal_scaffold_91	225580	0.0681	210226	0.435
>pathogens_Gpal_scaffold_1280	18040	0.756	4409	0.263
>pathogens_Gpal_scaffold_847	37665	0.609	14745	0.385
>pathogens_Gpal_scaffold_716	47508	0.187	38611	0.423
>pathogens_Gpal_scaffold_2939	2969	0.0	2969	0.391
>pathogens_Gpal_scaffold_3945	1785	0.0	1785	0.392
>pathogens_Gpal_scaffold_789	41975	0.428	24020	0.253
>pathogens_Gpal_scaffold_811	40411	0.314	27733	0.4
>pathogens_Gpal_scaffold_7179	1113	0.0	1113	0.337
>pathogens_Gpal_scaffold_1923	7691	0.358	4936	0.295
>pathogens_Gpal_scaffold_2427	4216	0.0	4216	0.369
>pathogens_Gpal_scaffold_1268	18277	0.855	2652	0.301
>pathogens_Gpal_scaffold_5004	1407	0.0	1407	0.253
>pathogens_Gpal_scaffold_8542	1021	0.0	1021	0.254
>pathogens_Gpal_scaffold_4072	1724	0.0	1724	0.379
